id,title,rate_per_hour,skill_list,level,location_city,employment_type,company_sector
235,Fullstack Developer,16.15,"Scikit-learn, Celery, MongoDB, SQL, Docker, CI/CD",Mid,Yerevan,Full-time,HealthTech
236,Fullstack Developer,8.96,"MySQL, SQL, JavaScript, Scikit-learn",Junior,Yerevan,Full-time,FinTech
237,Machine Learning Engineer,30.59,"JavaScript, GCP, Node.js, PostgreSQL, Vue, MongoDB, Flask",Senior,Yerevan,Contract,EdTech
238,Machine Learning Engineer,57.63,"PostgreSQL, GCP, CI/CD",Senior,Yerevan,Full-time,FinTech
239,Product Engineer,22.93,"Vue, Redis, Scikit-learn, MongoDB, MySQL, Python, Pandas",Mid,Vanadzor,Full-time,EdTech
240,Data Scientist,75.91,"SQL, Git, Vue, GCP",Lead,Yerevan,Contract,E-commerce
241,Data Scientist,21.97,"MySQL, PostgreSQL, AWS, Celery, Redis",Mid,Gyumri,Full-time,EdTech
242,Machine Learning Engineer,16.55,"AWS, MongoDB, Docker, Django",Junior,Remote,Full-time,HealthTech
243,Product Engineer,28.64,"GraphQL, Pandas, Docker, MySQL, JavaScript, Vue, MongoDB",Senior,Yerevan,Full-time,EdTech
244,Data Scientist,19.4,"PostgreSQL, NumPy, Redis, Pandas, Terraform",Mid,Vanadzor,Full-time,Gaming
245,Machine Learning Engineer,25.82,"Redis, React, REST API, Terraform, Django, Celery, CI/CD",Mid,Yerevan,Full-time,FinTech
246,Frontend Developer,33.55,"Terraform, Node.js, Flask, SQL",Senior,Yerevan,Full-time,E-commerce
247,Fullstack Developer,4.85,"Redis, CI/CD, Scikit-learn, Python, SQL, REST API, Terraform",Intern,Yerevan,Full-time,EdTech
248,Mobile Developer,3.53,"Celery, SQL, CI/CD",Intern,Yerevan,Full-time,HealthTech
249,Mobile Developer,24.43,"JavaScript, Node.js, Vue, Git, Celery, PostgreSQL, AWS",Senior,Dilijan,Full-time,Software
250,DevOps Engineer,43.2,"Node.js, SQL, Scikit-learn, MySQL, CI/CD, Flask, Django",Senior,Yerevan,Contract,E-commerce
251,Frontend Developer,26.17,"SQL, React, Flask",Mid,Yerevan,Full-time,Gaming
252,Machine Learning Engineer,35.7,"Django, Node.js, Vue, SQL, GraphQL, Redis, PostgreSQL",Senior,Yerevan,Full-time,Software
253,Backend Developer,27.86,"CI/CD, Django, React, MongoDB, Python, Vue, GraphQL",Senior,Yerevan,Full-time,EdTech
254,Fullstack Developer,26.0,"React, GraphQL, Node.js, GCP, CI/CD",Senior,Yerevan,Full-time,Software
255,Site Reliability Engineer,13.69,"Celery, Pandas, AWS",Mid,Gyumri,Full-time,Gaming
256,Backend Developer,8.06,"Git, GCP, MongoDB, Python, Terraform, PostgreSQL, Kubernetes",Junior,Yerevan,Full-time,EdTech
257,Machine Learning Engineer,12.86,"CI/CD, GCP, Flask, Git, MySQL, Node.js, Pandas",Junior,Yerevan,Full-time,FinTech
258,Frontend Developer,11.83,"MongoDB, AWS, FastAPI, Flask, Python, MySQL",Junior,Yerevan,Full-time,FinTech
259,Machine Learning Engineer,30.96,"Kubernetes, REST API, NumPy, Celery, Docker, FastAPI",Mid,Yerevan,Full-time,FinTech
260,Backend Developer,10.47,"Python, MySQL, Docker, GCP, Flask, REST API",Junior,Yerevan,Full-time,HealthTech
261,Data Scientist,19.79,"MySQL, PostgreSQL, Redis, JavaScript, Flask",Mid,Yerevan,Full-time,FinTech
262,Fullstack Developer,16.5,"PostgreSQL, Node.js, Pandas, Terraform, Redis",Mid,Yerevan,Full-time,Software
263,Product Engineer,19.03,"MongoDB, Git, GCP, Scikit-learn, Kubernetes, SQL",Mid,Yerevan,Full-time,Software
264,Mobile Developer,39.36,"MongoDB, Git, SQL, Vue, Redis",Senior,Vanadzor,Contract,FinTech
265,QA Engineer,6.64,"GraphQL, Node.js, MongoDB, GCP, PostgreSQL, SQL",Junior,Yerevan,Full-time,Gaming
266,QA Engineer,10.47,"CI/CD, NumPy, REST API, Python",Junior,Yerevan,Full-time,EdTech
267,Machine Learning Engineer,43.57,"Scikit-learn, Docker, CI/CD",Senior,Yerevan,Full-time,Gaming
268,Machine Learning Engineer,12.56,"Scikit-learn, GCP, Flask, Kubernetes, Git, Redis",Junior,Yerevan,Full-time,FinTech
269,Product Engineer,17.7,"REST API, Django, AWS, SQL, Scikit-learn, Git",Mid,Yerevan,Part-time,Gaming
270,Software Engineer,31.94,"React, Terraform, Git, Django, GraphQL",Senior,Yerevan,Full-time,Gaming
271,Software Engineer,11.56,"Python, FastAPI, PostgreSQL",Mid,Yerevan,Full-time,E-commerce
272,Data Scientist,19.26,"Kubernetes, AWS, GCP, NumPy",Mid,Yerevan,Full-time,EdTech
273,Software Engineer,13.79,"FastAPI, MySQL, Docker, Flask, Scikit-learn, JavaScript",Mid,Yerevan,Full-time,Software
274,QA Engineer,23.02,"Redis, FastAPI, Kubernetes, Pandas, SQL",Mid,Yerevan,Full-time,E-commerce
275,Machine Learning Engineer,25.88,"MongoDB, Terraform, FastAPI",Mid,Yerevan,Full-time,Software
276,Software Engineer,40.34,"REST API, React, MongoDB, Docker",Senior,Remote,Full-time,EdTech
277,Machine Learning Engineer,11.48,"GCP, Python, Pandas, Git, Vue, Kubernetes",Junior,Yerevan,Full-time,Gaming
278,Product Engineer,16.16,"GraphQL, FastAPI, Scikit-learn",Mid,Yerevan,Full-time,HealthTech
279,Site Reliability Engineer,10.79,"Celery, Terraform, MongoDB, Git, GCP, SQL",Junior,Yerevan,Full-time,HealthTech
280,Mobile Developer,17.39,"CI/CD, SQL, Scikit-learn, MySQL",Mid,Yerevan,Full-time,EdTech
281,Product Engineer,19.17,"FastAPI, React, AWS, SQL, JavaScript",Mid,Yerevan,Full-time,FinTech
282,Site Reliability Engineer,18.83,"Redis, Terraform, REST API, SQL",Mid,Yerevan,Full-time,E-commerce
283,Software Engineer,27.86,"React, MongoDB, Kubernetes, Git",Senior,Yerevan,Full-time,HealthTech
284,Backend Developer,33.28,"REST API, Celery, Terraform, Redis, Docker, SQL",Senior,Remote,Full-time,FinTech
285,Mobile Developer,27.7,"Scikit-learn, NumPy, Node.js",Senior,Yerevan,Full-time,EdTech
286,DevOps Engineer,6.73,"Pandas, NumPy, Redis, REST API, Celery, FastAPI, GraphQL",Intern,Yerevan,Full-time,E-commerce
287,Frontend Developer,4.92,"NumPy, Pandas, Kubernetes",Junior,Yerevan,Contract,EdTech
288,Site Reliability Engineer,15.05,"MySQL, Django, Kubernetes, PostgreSQL",Junior,Yerevan,Full-time,Gaming
289,QA Engineer,28.67,"Vue, Scikit-learn, Pandas, GraphQL",Senior,Yerevan,Part-time,Software
290,QA Engineer,46.32,"Scikit-learn, Vue, Django, GraphQL",Senior,Yerevan,Full-time,EdTech
291,QA Engineer,21.31,"MySQL, GraphQL, PostgreSQL, Celery, CI/CD",Mid,Yerevan,Full-time,Gaming
292,Frontend Developer,8.65,"Terraform, JavaScript, SQL, Node.js, MongoDB",Junior,Gyumri,Full-time,Software
293,Data Scientist,70.15,"Terraform, Docker, GCP, Kubernetes, Flask",Senior,Yerevan,Full-time,EdTech
294,Software Engineer,34.34,"SQL, AWS, Kubernetes, Redis, MongoDB",Senior,Gyumri,Full-time,Gaming
295,Product Engineer,4.82,"Terraform, CI/CD, SQL, AWS, Flask, REST API",Intern,Gyumri,Full-time,Gaming
296,Mobile Developer,8.26,"MySQL, MongoDB, REST API, GraphQL, JavaScript",Junior,Yerevan,Full-time,HealthTech
297,Product Engineer,34.49,"FastAPI, Terraform, Scikit-learn",Senior,Gyumri,Part-time,Software
298,Machine Learning Engineer,6.37,"Docker, Vue, SQL",Intern,Remote,Full-time,E-commerce
299,Fullstack Developer,30.74,"Terraform, AWS, PostgreSQL",Senior,Yerevan,Part-time,HealthTech
300,Frontend Developer,17.33,"Pandas, SQL, NumPy, Node.js, Docker",Mid,Dilijan,Full-time,E-commerce
301,Software Engineer,9.09,"GraphQL, Node.js, Celery, CI/CD",Junior,Yerevan,Full-time,Software
302,Machine Learning Engineer,4.24,"Redis, Flask, Node.js, GCP",Intern,Yerevan,Full-time,E-commerce
303,Frontend Developer,25.24,"GCP, NumPy, JavaScript, Terraform",Senior,Yerevan,Full-time,HealthTech
304,Software Engineer,10.7,"Kubernetes, AWS, Pandas, Vue",Junior,Yerevan,Full-time,Gaming
305,Software Engineer,40.57,"Flask, FastAPI, JavaScript, NumPy",Senior,Dilijan,Full-time,E-commerce
306,Frontend Developer,20.68,"Node.js, PostgreSQL, Terraform, Flask",Mid,Yerevan,Contract,HealthTech
307,Data Scientist,20.95,"CI/CD, MySQL, Vue",Mid,Yerevan,Full-time,Gaming
308,Site Reliability Engineer,17.35,"Scikit-learn, Node.js, Redis",Mid,Yerevan,Full-time,Gaming
309,Mobile Developer,6.65,"AWS, MongoDB, JavaScript",Junior,Yerevan,Full-time,EdTech
310,Mobile Developer,51.87,"NumPy, Redis, Flask, Python",Senior,Yerevan,Full-time,Gaming
311,Product Engineer,6.51,"Celery, MySQL, Terraform, SQL, Scikit-learn, Docker",Junior,Yerevan,Full-time,Software
312,Mobile Developer,30.46,"PostgreSQL, Flask, MySQL, Celery",Senior,Yerevan,Full-time,EdTech
313,Data Scientist,60.74,"MySQL, SQL, Docker",Lead,Yerevan,Full-time,EdTech
314,Data Scientist,12.74,"Git, Django, MySQL, CI/CD, SQL, React, FastAPI",Junior,Yerevan,Full-time,E-commerce
315,Backend Developer,34.9,"Celery, Pandas, PostgreSQL, React, AWS, JavaScript, NumPy",Senior,Yerevan,Full-time,HealthTech
316,Frontend Developer,48.74,"Flask, PostgreSQL, SQL, GraphQL, Terraform, Scikit-learn, Redis",Senior,Yerevan,Full-time,HealthTech
317,Machine Learning Engineer,24.08,"React, PostgreSQL, NumPy, FastAPI, GraphQL",Mid,Yerevan,Part-time,FinTech
318,Software Engineer,26.73,"Node.js, Django, Redis",Senior,Yerevan,Full-time,Software
319,QA Engineer,18.97,"Scikit-learn, SQL, Pandas, Terraform, Docker, Node.js, MongoDB",Mid,Yerevan,Part-time,Software
320,Data Scientist,29.66,"AWS, FastAPI, Celery, CI/CD, Django, React, Node.js",Mid,Yerevan,Full-time,Software
321,Site Reliability Engineer,76.97,"NumPy, MySQL, MongoDB, Flask, REST API",Lead,Remote,Full-time,E-commerce
322,Machine Learning Engineer,6.44,"Node.js, Kubernetes, AWS, GraphQL, Redis, Vue, REST API",Intern,Yerevan,Full-time,HealthTech
323,Data Scientist,8.91,"Terraform, SQL, Python, MongoDB, NumPy",Junior,Remote,Full-time,EdTech
324,Software Engineer,19.66,"Node.js, Docker, Redis, Django, JavaScript, PostgreSQL, Flask",Mid,Yerevan,Full-time,FinTech
325,Backend Developer,28.16,"Kubernetes, Pandas, Flask, GraphQL, FastAPI",Senior,Dilijan,Full-time,Gaming
326,Site Reliability Engineer,11.54,"Docker, CI/CD, JavaScript",Junior,Gyumri,Full-time,EdTech
327,Data Scientist,13.36,"MongoDB, Kubernetes, PostgreSQL, Node.js, Flask",Junior,Vanadzor,Part-time,E-commerce
328,Data Scientist,9.65,"Kubernetes, MongoDB, Docker, FastAPI",Junior,Gyumri,Full-time,Software
329,Site Reliability Engineer,20.04,"FastAPI, Flask, React, Scikit-learn, CI/CD",Mid,Gyumri,Full-time,E-commerce
330,DevOps Engineer,61.02,"Flask, SQL, Node.js, AWS",Senior,Yerevan,Full-time,HealthTech
331,Mobile Developer,20.86,"GCP, Kubernetes, REST API",Mid,Yerevan,Full-time,FinTech
332,Site Reliability Engineer,9.18,"Python, Django, NumPy",Junior,Yerevan,Full-time,FinTech
333,Data Scientist,9.43,"GraphQL, PostgreSQL, Flask",Junior,Gyumri,Full-time,Gaming
334,Backend Developer,81.37,"Scikit-learn, MongoDB, FastAPI",Lead,Yerevan,Full-time,FinTech
335,Backend Developer,37.92,"Redis, Python, GCP, CI/CD, Docker, React",Senior,Yerevan,Part-time,E-commerce
336,QA Engineer,9.49,"Git, Node.js, Terraform",Junior,Yerevan,Full-time,FinTech
337,DevOps Engineer,16.59,"GCP, JavaScript, Docker, Vue, Terraform",Mid,Vanadzor,Full-time,Software
338,Site Reliability Engineer,11.3,"Scikit-learn, SQL, AWS, Redis, REST API, NumPy",Junior,Remote,Full-time,Software
339,QA Engineer,42.64,"MongoDB, Git, Node.js",Senior,Yerevan,Full-time,FinTech
340,Backend Developer,47.76,"AWS, NumPy, GraphQL, Node.js, React, FastAPI, SQL",Senior,Gyumri,Full-time,E-commerce
341,Software Engineer,6.98,"NumPy, Node.js, GraphQL",Junior,Yerevan,Full-time,Gaming
342,Mobile Developer,27.45,"GraphQL, MongoDB, Scikit-learn, Pandas",Mid,Vanadzor,Full-time,FinTech
343,QA Engineer,43.54,"JavaScript, GraphQL, Vue, Redis, REST API, MySQL, React",Senior,Yerevan,Full-time,EdTech
344,Machine Learning Engineer,5.48,"Redis, Python, MongoDB, Git, Vue, JavaScript, Pandas",Intern,Yerevan,Full-time,Software
345,Fullstack Developer,34.32,"GraphQL, SQL, JavaScript, NumPy",Senior,Vanadzor,Full-time,Software
346,Frontend Developer,45.98,"GraphQL, FastAPI, MongoDB, MySQL, Pandas, JavaScript",Senior,Vanadzor,Contract,HealthTech
347,Fullstack Developer,44.95,"React, SQL, REST API, Git, Scikit-learn",Senior,Yerevan,Full-time,E-commerce
348,QA Engineer,9.18,"JavaScript, React, Pandas, Python, SQL",Junior,Yerevan,Full-time,HealthTech
349,Product Engineer,14.49,"Git, MongoDB, Scikit-learn, Node.js",Mid,Remote,Contract,Software
350,Software Engineer,12.07,"Node.js, AWS, MongoDB",Mid,Remote,Full-time,Gaming
351,Fullstack Developer,18.32,"Kubernetes, Python, PostgreSQL, Vue, Node.js",Mid,Remote,Full-time,Gaming
352,Frontend Developer,17.61,"Kubernetes, Pandas, Docker, React, NumPy, Redis",Mid,Gyumri,Full-time,Software
353,Mobile Developer,18.18,"React, Kubernetes, Flask, Scikit-learn",Mid,Yerevan,Full-time,EdTech
354,Backend Developer,8.14,"React, GCP, Pandas, Flask, REST API",Junior,Yerevan,Contract,Software
355,Frontend Developer,13.54,"Docker, Terraform, React",Mid,Remote,Part-time,Gaming
356,Product Engineer,33.42,"Docker, SQL, REST API, Pandas",Senior,Yerevan,Full-time,FinTech
357,Site Reliability Engineer,11.48,"GraphQL, REST API, Redis, JavaScript, Django, AWS",Junior,Yerevan,Full-time,Software
358,Backend Developer,16.5,"Vue, FastAPI, Python, Scikit-learn, React, Terraform",Mid,Yerevan,Full-time,EdTech
359,DevOps Engineer,71.79,"Redis, CI/CD, PostgreSQL, Flask, Terraform, REST API",Lead,Yerevan,Full-time,E-commerce
360,Mobile Developer,11.99,"PostgreSQL, Kubernetes, Node.js",Junior,Vanadzor,Full-time,E-commerce
361,DevOps Engineer,15.65,"CI/CD, AWS, Scikit-learn",Mid,Yerevan,Full-time,Software
362,Site Reliability Engineer,28.08,"Celery, Docker, REST API, CI/CD, Redis, GraphQL",Mid,Gyumri,Full-time,Software
363,Data Scientist,21.91,"Celery, GraphQL, Scikit-learn",Mid,Yerevan,Part-time,Gaming
364,Product Engineer,22.67,"React, Vue, Scikit-learn, JavaScript",Mid,Yerevan,Full-time,E-commerce
365,Backend Developer,15.32,"Git, PostgreSQL, MongoDB, Pandas",Mid,Remote,Full-time,Gaming
366,Frontend Developer,7.21,"Kubernetes, Python, SQL, Git, GraphQL, Celery, Docker",Junior,Yerevan,Full-time,HealthTech
367,Frontend Developer,14.29,"GraphQL, NumPy, FastAPI",Mid,Yerevan,Full-time,Software
368,DevOps Engineer,29.07,"Terraform, Redis, GraphQL, Git, NumPy, Django",Senior,Vanadzor,Part-time,HealthTech
369,Fullstack Developer,11.84,"Django, GCP, MongoDB, SQL, Node.js, Scikit-learn",Junior,Yerevan,Full-time,Gaming
370,Machine Learning Engineer,35.36,"PostgreSQL, Redis, SQL, CI/CD, FastAPI",Senior,Dilijan,Full-time,HealthTech
371,Data Scientist,10.49,"Pandas, Docker, Git, Terraform, Flask",Junior,Remote,Full-time,HealthTech
372,Data Scientist,17.86,"AWS, Django, Celery, React, Flask, MySQL, Pandas",Mid,Dilijan,Full-time,E-commerce
373,Mobile Developer,10.48,"Vue, Django, Node.js, Kubernetes",Junior,Vanadzor,Part-time,Software
374,Backend Developer,34.1,"GCP, Terraform, FastAPI, CI/CD, Python, Node.js, AWS",Senior,Yerevan,Full-time,E-commerce
375,Machine Learning Engineer,24.73,"AWS, Scikit-learn, React, PostgreSQL, Flask, MySQL, Python",Mid,Yerevan,Part-time,EdTech
376,Mobile Developer,3.77,"Terraform, Node.js, CI/CD, Vue",Intern,Vanadzor,Full-time,FinTech
377,DevOps Engineer,25.39,"Redis, JavaScript, Terraform",Mid,Yerevan,Part-time,Gaming
378,Fullstack Developer,15.67,"Docker, GCP, AWS, Kubernetes, PostgreSQL",Mid,Yerevan,Full-time,HealthTech
379,Data Scientist,19.47,"FastAPI, Python, Celery, CI/CD, AWS, REST API, Git",Mid,Yerevan,Full-time,E-commerce
380,Product Engineer,7.35,"Terraform, MongoDB, PostgreSQL, SQL, MySQL",Junior,Yerevan,Full-time,HealthTech
381,Data Scientist,11.45,"CI/CD, MongoDB, Scikit-learn, JavaScript, Python, Terraform",Junior,Gyumri,Part-time,EdTech
382,Machine Learning Engineer,62.85,"GraphQL, SQL, Vue",Lead,Yerevan,Full-time,E-commerce
383,QA Engineer,45.18,"Celery, MySQL, React, CI/CD, REST API",Senior,Yerevan,Full-time,E-commerce
384,Fullstack Developer,8.55,"NumPy, React, CI/CD, MongoDB, Terraform, Flask, Node.js",Junior,Yerevan,Full-time,Gaming
385,QA Engineer,9.46,"PostgreSQL, GraphQL, MySQL, Kubernetes, FastAPI",Junior,Vanadzor,Full-time,HealthTech
386,Machine Learning Engineer,13.16,"Redis, Vue, Celery",Junior,Yerevan,Full-time,EdTech
387,Frontend Developer,20.84,"JavaScript, Vue, MongoDB, Docker",Senior,Yerevan,Full-time,Software
388,Product Engineer,56.7,"NumPy, Flask, Redis, MongoDB",Senior,Remote,Full-time,Gaming
389,Software Engineer,67.44,"Vue, NumPy, React, GraphQL, Redis",Lead,Yerevan,Full-time,E-commerce
390,Frontend Developer,7.57,"GCP, Python, Django, REST API, Vue, AWS",Junior,Yerevan,Full-time,E-commerce
391,Backend Developer,40.05,"Terraform, Pandas, Node.js",Senior,Gyumri,Full-time,Software
392,Data Scientist,19.78,"GraphQL, MySQL, React, Flask, Django, NumPy, Terraform",Mid,Yerevan,Full-time,E-commerce
393,Machine Learning Engineer,41.7,"MongoDB, Redis, AWS, NumPy",Senior,Yerevan,Full-time,Gaming
394,Data Scientist,13.28,"Node.js, Pandas, JavaScript, Vue",Junior,Dilijan,Full-time,Software
395,Backend Developer,23.63,"GCP, Terraform, PostgreSQL",Mid,Yerevan,Full-time,Gaming
396,Site Reliability Engineer,26.81,"Django, SQL, FastAPI",Mid,Yerevan,Full-time,Software
397,Mobile Developer,20.55,"Vue, SQL, CI/CD, Terraform",Mid,Yerevan,Full-time,Gaming
398,Backend Developer,16.99,"Git, SQL, JavaScript, Docker, FastAPI, Celery, Scikit-learn",Mid,Yerevan,Full-time,HealthTech
399,Frontend Developer,5.53,"NumPy, PostgreSQL, Celery, Vue",Junior,Gyumri,Full-time,EdTech
400,QA Engineer,33.03,"SQL, Redis, MongoDB, Node.js",Senior,Yerevan,Full-time,E-commerce
401,Backend Developer,2.66,"JavaScript, Flask, Celery, NumPy, FastAPI, PostgreSQL",Intern,Yerevan,Full-time,EdTech
402,Software Engineer,10.53,"FastAPI, React, Django",Junior,Remote,Full-time,E-commerce
403,DevOps Engineer,23.64,"NumPy, Django, Python",Mid,Yerevan,Full-time,Software
404,Fullstack Developer,13.03,"PostgreSQL, Pandas, Flask, AWS, MongoDB, React, FastAPI",Mid,Yerevan,Full-time,E-commerce
405,Mobile Developer,15.57,"Scikit-learn, Docker, Terraform, React, FastAPI, JavaScript",Mid,Yerevan,Full-time,Gaming
406,Backend Developer,71.22,"Scikit-learn, GraphQL, CI/CD, Kubernetes, React, Git",Lead,Vanadzor,Full-time,EdTech
407,Mobile Developer,29.01,"Redis, FastAPI, Docker, Kubernetes",Senior,Yerevan,Part-time,Gaming
408,Backend Developer,8.83,"NumPy, Pandas, GraphQL, Scikit-learn, Node.js, MongoDB, Celery",Junior,Yerevan,Full-time,Gaming
409,Site Reliability Engineer,21.87,"Redis, AWS, CI/CD, Terraform",Mid,Yerevan,Full-time,Gaming
410,Mobile Developer,9.28,"Python, Terraform, React",Junior,Gyumri,Part-time,EdTech
411,Site Reliability Engineer,31.17,"MongoDB, Node.js, Scikit-learn, PostgreSQL, Django, Celery",Senior,Vanadzor,Part-time,Software
412,Data Scientist,19.45,"Kubernetes, GraphQL, Scikit-learn, Flask, Redis, Pandas",Mid,Yerevan,Full-time,Software
413,QA Engineer,10.79,"Docker, Django, REST API, Pandas, Python, Flask",Junior,Yerevan,Full-time,Software
414,Product Engineer,50.76,"Terraform, CI/CD, Kubernetes, MongoDB",Lead,Yerevan,Part-time,EdTech
415,QA Engineer,41.8,"NumPy, Git, Scikit-learn, Redis, CI/CD, AWS, Kubernetes",Senior,Gyumri,Full-time,HealthTech
416,Frontend Developer,7.38,"REST API, Celery, AWS, SQL, FastAPI",Junior,Yerevan,Full-time,HealthTech
417,Backend Developer,27.03,"FastAPI, PostgreSQL, Git, Vue, SQL, Scikit-learn",Senior,Yerevan,Full-time,Gaming
418,Mobile Developer,5.53,"NumPy, Docker, Django",Junior,Gyumri,Full-time,HealthTech
419,Software Engineer,33.32,"CI/CD, GraphQL, Celery, JavaScript, Redis, Python",Senior,Yerevan,Full-time,E-commerce
420,Site Reliability Engineer,57.32,"Celery, NumPy, React, SQL, GraphQL, Pandas",Senior,Yerevan,Full-time,EdTech
421,Fullstack Developer,7.07,"GCP, Docker, Git, SQL, Node.js, PostgreSQL, Scikit-learn",Junior,Yerevan,Full-time,HealthTech
422,QA Engineer,59.96,"SQL, Pandas, Celery, MySQL, REST API, MongoDB, CI/CD",Lead,Yerevan,Full-time,E-commerce
423,Software Engineer,8.87,"CI/CD, JavaScript, SQL, Terraform, React",Junior,Yerevan,Full-time,Gaming
424,Site Reliability Engineer,27.62,"Redis, GraphQL, NumPy, CI/CD, Docker, REST API, MySQL",Mid,Yerevan,Full-time,HealthTech
425,Mobile Developer,47.23,"CI/CD, Django, Vue",Senior,Yerevan,Full-time,FinTech
426,DevOps Engineer,53.82,"Django, SQL, Scikit-learn, MySQL",Senior,Yerevan,Full-time,HealthTech
427,Data Scientist,38.04,"CI/CD, Pandas, REST API, Node.js, Terraform, NumPy, GCP",Senior,Yerevan,Full-time,Software
428,Data Scientist,22.21,"GCP, Docker, Scikit-learn",Mid,Gyumri,Full-time,Gaming
429,Software Engineer,26.12,"Git, NumPy, Kubernetes, Node.js",Mid,Yerevan,Full-time,HealthTech
430,Software Engineer,43.52,"Vue, NumPy, Pandas, Scikit-learn, MySQL, Kubernetes, React",Senior,Yerevan,Full-time,EdTech
431,Software Engineer,10.27,"Django, Docker, PostgreSQL, REST API, Pandas, JavaScript",Junior,Remote,Full-time,Software
432,Fullstack Developer,19.29,"Django, JavaScript, MongoDB, Git",Mid,Yerevan,Full-time,Gaming
433,Backend Developer,34.16,"Scikit-learn, GraphQL, REST API, AWS, Flask, MongoDB",Senior,Yerevan,Full-time,HealthTech
434,Site Reliability Engineer,7.52,"Docker, REST API, GCP, Flask",Junior,Yerevan,Full-time,EdTech
435,QA Engineer,11.08,"Vue, NumPy, Git, Celery, Redis",Junior,Yerevan,Full-time,HealthTech
436,Site Reliability Engineer,61.03,"Kubernetes, Node.js, Terraform, Git, Django",Senior,Remote,Full-time,Gaming
437,Software Engineer,53.0,"PostgreSQL, REST API, Pandas, MySQL, Python, Celery",Senior,Yerevan,Full-time,Software
